failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
FAIL_08321,interrupt_controller,warning,2,1,2,3,Interrupt controller dropped pending interrupt during nested service,3
FAIL_08322,branch_predictor,warning,7,7,0,3,Branch predictor produced incorrect target for speculative branch,3
FAIL_08323,memory_controller,error,15,7,4,2,Memory controller timing constraint violation observed in burst access,2
FAIL_08324,alu,error,5,1,4,5,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08325,branch_predictor,fatal,15,7,4,3,Branch history table update diverged from golden model,1
FAIL_08326,uart,warning,4,4,0,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_08327,branch_predictor,warning,1,2,0,2,Branch predictor produced incorrect target for speculative branch,3
FAIL_08328,dram_interface,fatal,9,10,4,4,DRAM interface read leveling mismatch flagged by checker,1
FAIL_08329,cache_controller,error,9,7,3,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_08330,interrupt_controller,error,7,7,1,5,Interrupt controller dropped pending interrupt during nested service,2
FAIL_08331,dram_interface,error,13,6,1,4,DRAM interface command queue underflow hit during stress test,2
FAIL_08332,cache_controller,warning,4,2,2,3,Cache controller reported coherence state violation during eviction sequence,3
FAIL_08333,dma,error,8,7,5,1,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_08334,interrupt_controller,error,4,3,4,1,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_08335,pipeline_controller,warning,3,2,2,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_08336,pcie,fatal,13,9,3,4,PCIe link training failed to reach expected LTSSM state,1
FAIL_08337,memory_controller,fatal,14,8,3,4,Memory controller arbitration granted illegal transaction ordering,1
FAIL_08338,memory_controller,error,9,9,3,2,Memory controller arbitration granted illegal transaction ordering,2
FAIL_08339,dram_interface,warning,6,7,2,2,DRAM interface command queue underflow hit during stress test,3
FAIL_08340,memory_controller,fatal,13,5,5,4,Memory controller arbitration granted illegal transaction ordering,1
FAIL_08341,uart,warning,2,8,1,2,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_08342,pipeline_controller,error,4,10,5,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_08343,uart,error,7,7,3,5,UART framing error observed under back-to-back packet transmission,2
FAIL_08344,pcie,warning,0,5,0,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_08345,uart,error,12,4,4,2,UART framing error observed under back-to-back packet transmission,2
FAIL_08346,memory_controller,warning,5,8,1,3,Memory controller timing constraint violation observed in burst access,3
FAIL_08347,alu,error,4,6,5,4,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08348,dram_interface,error,2,6,2,3,DRAM interface calibration failed during initialization sequence,2
FAIL_08349,memory_controller,warning,6,1,0,1,Memory controller returned stale read data after refresh window,3
FAIL_08350,alu,warning,4,4,0,1,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_08351,uart,error,9,4,3,4,UART framing error observed under back-to-back packet transmission,2
FAIL_08352,dram_interface,warning,3,3,0,3,DRAM interface calibration failed during initialization sequence,3
FAIL_08353,pipeline_controller,error,4,8,2,3,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08354,pipeline_controller,error,5,5,5,4,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08355,dram_interface,warning,4,5,0,1,DRAM interface command queue underflow hit during stress test,3
FAIL_08356,dram_interface,error,9,8,1,3,DRAM interface command queue underflow hit during stress test,2
FAIL_08357,interrupt_controller,error,10,4,5,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_08358,dma,fatal,13,8,4,5,DMA burst transfer count mismatched expected payload length,1
FAIL_08359,alu,warning,5,5,2,3,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_08360,interrupt_controller,warning,0,5,1,1,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_08361,cache_controller,fatal,9,6,5,3,Cache refill handshake timed out while servicing L2 miss,1
FAIL_08362,dram_interface,warning,6,4,2,2,DRAM interface command queue underflow hit during stress test,3
FAIL_08363,branch_predictor,warning,4,1,3,2,Branch history table update diverged from golden model,3
FAIL_08364,dram_interface,warning,2,5,1,4,DRAM interface command queue underflow hit during stress test,3
FAIL_08365,memory_controller,warning,3,6,0,1,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08366,cache_controller,error,5,6,4,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08367,interrupt_controller,warning,2,6,0,3,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_08368,dram_interface,warning,2,4,0,2,DRAM interface calibration failed during initialization sequence,3
FAIL_08369,uart,warning,3,5,0,3,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08370,interrupt_controller,warning,3,2,2,3,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_08371,cache_controller,warning,2,3,0,2,Cache refill handshake timed out while servicing L2 miss,3
FAIL_08372,memory_controller,warning,1,4,1,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08373,pipeline_controller,error,5,2,3,5,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08374,dma,warning,4,3,1,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_08375,cache_controller,error,7,10,1,1,Cache refill handshake timed out while servicing L2 miss,2
FAIL_08376,interrupt_controller,error,8,6,3,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_08377,cache_controller,error,6,3,0,4,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08378,dram_interface,warning,4,4,2,1,DRAM interface read leveling mismatch flagged by checker,3
FAIL_08379,pcie,warning,2,2,0,3,PCIe link training failed to reach expected LTSSM state,3
FAIL_08380,branch_predictor,error,5,7,4,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_08381,pcie,error,13,6,2,3,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_08382,interrupt_controller,warning,6,2,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_08383,uart,error,6,5,4,4,UART framing error observed under back-to-back packet transmission,2
FAIL_08384,alu,fatal,9,6,4,5,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_08385,memory_controller,error,4,8,1,2,Memory controller timing constraint violation observed in burst access,2
FAIL_08386,branch_predictor,warning,0,6,2,2,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_08387,cache_controller,fatal,9,9,5,5,Cache controller reported coherence state violation during eviction sequence,1
FAIL_08388,interrupt_controller,error,5,4,4,3,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_08389,alu,warning,2,5,1,2,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_08390,interrupt_controller,warning,2,6,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_08391,cache_controller,error,8,4,3,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_08392,cache_controller,warning,5,5,1,2,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_08393,uart,warning,5,5,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_08394,dma,error,9,6,4,3,DMA burst transfer count mismatched expected payload length,2
FAIL_08395,pipeline_controller,error,6,4,4,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08396,pipeline_controller,error,6,2,0,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08397,alu,error,7,7,2,4,ALU result mismatch against reference model at execute stage,2
FAIL_08398,uart,warning,4,1,0,1,UART framing error observed under back-to-back packet transmission,3
FAIL_08399,cache_controller,error,5,7,4,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_08400,pipeline_controller,warning,3,5,0,1,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_08401,interrupt_controller,error,7,8,5,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_08402,uart,fatal,11,7,2,4,UART baud generator drift exceeded acceptable tolerance in simulation,1
FAIL_08403,dma,warning,0,2,3,1,DMA completion interrupt was not asserted after block copy,3
FAIL_08404,memory_controller,warning,5,1,2,1,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08405,pipeline_controller,fatal,11,9,5,4,Pipeline controller commit ordering mismatch observed in regression,1
FAIL_08406,pipeline_controller,fatal,10,9,4,4,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_08407,dma,error,6,8,1,4,DMA burst transfer count mismatched expected payload length,2
FAIL_08408,uart,error,11,6,3,2,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_08409,memory_controller,warning,5,1,1,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08410,memory_controller,fatal,11,10,5,4,Memory controller returned stale read data after refresh window,1
FAIL_08411,alu,error,3,5,3,2,ALU result mismatch against reference model at execute stage,2
FAIL_08412,alu,warning,5,5,0,3,ALU result mismatch against reference model at execute stage,3
FAIL_08413,interrupt_controller,warning,3,1,0,1,Interrupt priority encoder produced incorrect winner on simultaneous request,3
FAIL_08414,interrupt_controller,fatal,12,9,5,3,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_08415,memory_controller,warning,5,5,2,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08416,pcie,warning,0,1,3,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_08417,pcie,warning,9,6,3,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_08418,memory_controller,error,11,6,3,2,Memory controller timing constraint violation observed in burst access,2
FAIL_08419,memory_controller,warning,2,4,0,2,Memory controller timing constraint violation observed in burst access,3
FAIL_08420,uart,warning,0,3,3,1,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_08421,uart,warning,1,5,2,2,UART baud generator drift exceeded acceptable tolerance in simulation,3
FAIL_08422,dma,fatal,10,9,4,4,DMA burst transfer count mismatched expected payload length,1
FAIL_08423,dram_interface,error,3,6,5,3,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08424,interrupt_controller,error,11,4,4,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_08425,uart,fatal,8,6,2,3,UART RX FIFO overflow triggered mismatch in serial regression,1
FAIL_08426,pipeline_controller,warning,4,7,4,3,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_08427,pipeline_controller,error,6,6,4,3,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_08428,memory_controller,warning,6,2,1,1,Memory controller timing constraint violation observed in burst access,3
FAIL_08429,branch_predictor,error,7,5,4,2,Branch predictor produced incorrect target for speculative branch,2
FAIL_08430,alu,error,4,6,4,3,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_08431,uart,error,10,8,2,5,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_08432,dram_interface,error,4,6,4,4,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08433,uart,fatal,9,7,5,3,UART framing error observed under back-to-back packet transmission,1
FAIL_08434,alu,error,7,9,3,1,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08435,uart,warning,3,4,1,1,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08436,memory_controller,error,5,9,3,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_08437,memory_controller,error,5,5,4,4,Memory controller arbitration granted illegal transaction ordering,2
FAIL_08438,dma,warning,6,3,2,3,DMA completion interrupt was not asserted after block copy,3
FAIL_08439,pipeline_controller,error,10,10,5,4,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08440,memory_controller,warning,0,4,1,2,Memory controller returned stale read data after refresh window,3
FAIL_08441,pcie,fatal,10,6,5,4,PCIe TLP header mismatch detected by protocol monitor,1
FAIL_08442,memory_controller,error,6,7,1,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_08443,cache_controller,error,10,9,3,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08444,pcie,warning,3,4,0,3,PCIe link training failed to reach expected LTSSM state,3
FAIL_08445,dram_interface,warning,0,4,0,2,DRAM interface calibration failed during initialization sequence,3
FAIL_08446,branch_predictor,warning,5,4,2,1,Branch history table update diverged from golden model,3
FAIL_08447,uart,warning,7,2,0,1,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08448,memory_controller,error,10,9,2,3,Memory controller returned stale read data after refresh window,2
FAIL_08449,uart,error,8,8,4,3,UART framing error observed under back-to-back packet transmission,2
FAIL_08450,alu,error,7,6,5,4,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_08451,pipeline_controller,fatal,9,10,5,4,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_08452,cache_controller,warning,4,2,3,1,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_08453,uart,error,13,6,3,4,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_08454,uart,error,6,10,2,5,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_08455,pipeline_controller,error,10,3,2,2,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08456,dma,warning,3,3,1,3,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_08457,uart,warning,7,5,2,2,UART framing error observed under back-to-back packet transmission,3
FAIL_08458,pipeline_controller,fatal,7,4,4,4,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_08459,memory_controller,warning,0,7,0,1,Memory controller timing constraint violation observed in burst access,3
FAIL_08460,interrupt_controller,error,11,7,4,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_08461,branch_predictor,warning,3,5,2,1,Branch predictor produced incorrect target for speculative branch,3
FAIL_08462,pipeline_controller,error,9,5,2,4,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08463,alu,warning,3,4,0,2,ALU result mismatch against reference model at execute stage,3
FAIL_08464,pcie,warning,7,3,0,1,PCIe completion timeout observed for posted transaction replay,3
FAIL_08465,interrupt_controller,error,7,7,3,2,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_08466,cache_controller,error,4,2,2,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08467,memory_controller,fatal,11,8,2,5,Memory controller returned stale read data after refresh window,1
FAIL_08468,pcie,fatal,8,9,5,5,PCIe completion timeout observed for posted transaction replay,1
FAIL_08469,alu,fatal,15,8,4,3,ALU opcode decode produced unexpected result on signed multiply path,1
FAIL_08470,uart,error,4,4,3,3,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_08471,uart,warning,3,7,0,2,UART framing error observed under back-to-back packet transmission,3
FAIL_08472,cache_controller,error,4,9,5,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08473,memory_controller,warning,8,10,2,1,Memory controller returned stale read data after refresh window,3
FAIL_08474,alu,fatal,8,7,3,2,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_08475,pipeline_controller,error,8,6,4,4,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08476,pcie,fatal,9,6,3,5,PCIe TLP header mismatch detected by protocol monitor,1
FAIL_08477,pipeline_controller,warning,7,1,0,3,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_08478,alu,warning,4,6,2,3,ALU result mismatch against reference model at execute stage,3
FAIL_08479,memory_controller,warning,2,2,0,2,Memory controller timing constraint violation observed in burst access,3
FAIL_08480,pcie,warning,0,4,2,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_08481,dma,warning,5,1,2,3,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_08482,alu,error,10,3,4,1,ALU opcode decode produced unexpected result on signed multiply path,2
FAIL_08483,alu,warning,5,1,2,3,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_08484,pcie,error,4,4,2,4,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_08485,memory_controller,warning,1,4,1,3,Memory controller returned stale read data after refresh window,3
FAIL_08486,cache_controller,warning,3,4,0,2,Cache controller reported coherence state violation during eviction sequence,3
FAIL_08487,alu,error,8,3,3,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08488,pcie,fatal,7,10,2,4,PCIe link training failed to reach expected LTSSM state,1
FAIL_08489,cache_controller,warning,5,3,0,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_08490,uart,warning,2,5,1,4,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08491,dram_interface,warning,6,4,2,1,DRAM interface read leveling mismatch flagged by checker,3
FAIL_08492,pipeline_controller,error,8,6,5,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08493,dram_interface,warning,0,3,0,2,DRAM interface calibration failed during initialization sequence,3
FAIL_08494,branch_predictor,fatal,9,9,4,5,Branch history table update diverged from golden model,1
FAIL_08495,pipeline_controller,warning,4,8,1,1,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_08496,branch_predictor,error,9,10,3,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_08497,memory_controller,error,6,7,4,3,Memory controller timing constraint violation observed in burst access,2
FAIL_08498,pcie,fatal,9,9,4,4,PCIe completion timeout observed for posted transaction replay,1
FAIL_08499,pipeline_controller,warning,5,7,1,2,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_08500,pipeline_controller,error,6,8,4,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08501,cache_controller,error,5,4,3,4,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_08502,pcie,warning,6,5,0,1,PCIe link training failed to reach expected LTSSM state,3
FAIL_08503,pipeline_controller,warning,7,2,1,2,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_08504,memory_controller,error,9,6,4,3,Memory controller arbitration granted illegal transaction ordering,2
FAIL_08505,cache_controller,error,5,8,3,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08506,memory_controller,warning,2,6,2,1,Memory controller returned stale read data after refresh window,3
FAIL_08507,pcie,warning,4,5,2,1,PCIe completion timeout observed for posted transaction replay,3
FAIL_08508,branch_predictor,warning,4,4,0,2,Branch predictor produced incorrect target for speculative branch,3
FAIL_08509,memory_controller,warning,0,1,2,4,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08510,dram_interface,fatal,8,6,4,4,DRAM interface calibration failed during initialization sequence,1
FAIL_08511,pipeline_controller,warning,7,2,0,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_08512,pcie,error,3,9,2,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_08513,alu,error,13,2,1,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08514,dma,error,7,4,4,3,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_08515,cache_controller,error,7,8,3,3,Cache refill handshake timed out while servicing L2 miss,2
FAIL_08516,pipeline_controller,error,9,6,3,2,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08517,uart,fatal,12,8,3,5,UART RX FIFO overflow triggered mismatch in serial regression,1
FAIL_08518,pcie,error,5,4,2,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_08519,memory_controller,fatal,13,8,5,5,Memory controller timing constraint violation observed in burst access,1
FAIL_08520,interrupt_controller,error,7,6,4,5,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_08521,uart,error,11,5,3,2,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_08522,uart,error,3,3,2,4,UART framing error observed under back-to-back packet transmission,2
FAIL_08523,dram_interface,error,6,4,4,2,DRAM interface calibration failed during initialization sequence,2
FAIL_08524,pipeline_controller,error,10,2,5,2,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_08525,cache_controller,error,8,6,2,3,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08526,cache_controller,warning,1,2,4,1,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_08527,pcie,warning,2,6,1,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_08528,dram_interface,error,8,10,3,2,DRAM interface command queue underflow hit during stress test,2
FAIL_08529,interrupt_controller,fatal,8,9,5,5,Interrupt controller dropped pending interrupt during nested service,1
FAIL_08530,interrupt_controller,error,11,4,3,3,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_08531,interrupt_controller,error,9,6,3,5,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_08532,pipeline_controller,error,10,7,3,2,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08533,dma,error,8,7,5,3,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_08534,dma,fatal,8,6,3,4,DMA completion interrupt was not asserted after block copy,1
FAIL_08535,cache_controller,warning,1,6,2,1,Cache controller reported coherence state violation during eviction sequence,3
FAIL_08536,pcie,error,10,5,3,3,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_08537,pcie,error,6,4,2,1,PCIe link training failed to reach expected LTSSM state,2
FAIL_08538,interrupt_controller,error,4,3,5,2,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_08539,dma,warning,6,2,1,2,DMA completion interrupt was not asserted after block copy,3
FAIL_08540,interrupt_controller,warning,5,5,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_08541,dma,warning,0,4,1,3,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_08542,dram_interface,fatal,11,8,4,3,DRAM interface command queue underflow hit during stress test,1
FAIL_08543,alu,error,6,5,2,1,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08544,pipeline_controller,error,10,7,5,2,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_08545,memory_controller,fatal,15,8,2,3,Memory controller arbitration granted illegal transaction ordering,1
FAIL_08546,interrupt_controller,warning,3,2,0,3,Interrupt controller dropped pending interrupt during nested service,3
FAIL_08547,dram_interface,error,10,7,4,3,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08548,alu,fatal,12,8,5,5,ALU result mismatch against reference model at execute stage,1
FAIL_08549,pcie,error,6,7,3,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_08550,dram_interface,error,0,10,4,2,DRAM interface command queue underflow hit during stress test,2
FAIL_08551,alu,error,8,10,4,5,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08552,uart,warning,2,2,3,2,UART framing error observed under back-to-back packet transmission,3
FAIL_08553,memory_controller,warning,4,3,0,2,Memory controller timing constraint violation observed in burst access,3
FAIL_08554,dram_interface,error,9,6,1,4,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08555,pipeline_controller,warning,7,3,0,1,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_08556,dram_interface,error,10,9,4,4,DRAM interface command queue underflow hit during stress test,2
FAIL_08557,dram_interface,warning,1,3,1,1,DRAM interface command queue underflow hit during stress test,3
FAIL_08558,cache_controller,error,8,5,2,4,Cache refill handshake timed out while servicing L2 miss,2
FAIL_08559,uart,warning,8,7,1,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08560,interrupt_controller,error,1,9,4,3,Interrupt controller dropped pending interrupt during nested service,2
FAIL_08561,alu,warning,3,7,1,2,ALU result mismatch against reference model at execute stage,3
FAIL_08562,memory_controller,fatal,10,9,5,4,Memory controller returned stale read data after refresh window,1
FAIL_08563,pcie,warning,2,2,1,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_08564,alu,error,7,10,4,2,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_08565,cache_controller,warning,1,3,1,3,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_08566,dram_interface,fatal,11,7,4,3,DRAM interface command queue underflow hit during stress test,1
FAIL_08567,pcie,warning,4,4,0,1,PCIe completion timeout observed for posted transaction replay,3
FAIL_08568,memory_controller,error,4,4,2,2,Memory controller returned stale read data after refresh window,2
FAIL_08569,uart,warning,6,6,2,1,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08570,uart,warning,0,4,2,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_08571,branch_predictor,fatal,9,6,5,4,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_08572,pipeline_controller,fatal,9,8,4,4,Pipeline stall signal deasserted too early during hazard condition,1
FAIL_08573,pcie,error,3,6,3,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_08574,pipeline_controller,warning,9,6,0,1,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_08575,pipeline_controller,error,9,5,5,4,Pipeline stall signal deasserted too early during hazard condition,2
FAIL_08576,branch_predictor,warning,5,4,0,1,Branch history table update diverged from golden model,3
FAIL_08577,cache_controller,warning,0,4,0,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_08578,memory_controller,warning,0,3,2,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08579,branch_predictor,error,7,6,5,3,Branch history table update diverged from golden model,2
FAIL_08580,uart,error,11,4,1,4,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_08581,pcie,warning,3,4,1,2,PCIe link training failed to reach expected LTSSM state,3
FAIL_08582,memory_controller,warning,9,5,2,1,Memory controller arbitration granted illegal transaction ordering,3
FAIL_08583,dram_interface,error,10,10,3,4,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08584,branch_predictor,error,5,5,3,3,Branch history table update diverged from golden model,2
FAIL_08585,branch_predictor,warning,1,5,2,2,Branch predictor accuracy dropped below threshold in loop stress test,3
FAIL_08586,dram_interface,fatal,10,7,4,4,DRAM interface calibration failed during initialization sequence,1
FAIL_08587,cache_controller,error,7,7,2,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_08588,pcie,warning,4,1,2,2,PCIe link training failed to reach expected LTSSM state,3
FAIL_08589,uart,error,6,3,4,3,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_08590,pipeline_controller,warning,5,6,0,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_08591,interrupt_controller,warning,1,4,4,4,Interrupt controller dropped pending interrupt during nested service,3
FAIL_08592,dma,error,5,2,5,1,DMA completion interrupt was not asserted after block copy,2
FAIL_08593,alu,warning,0,3,0,2,ALU result mismatch against reference model at execute stage,3
FAIL_08594,uart,fatal,12,8,4,5,UART framing error observed under back-to-back packet transmission,1
FAIL_08595,pcie,warning,3,3,0,1,PCIe link training failed to reach expected LTSSM state,3
FAIL_08596,branch_predictor,error,7,7,4,4,Branch history table update diverged from golden model,2
FAIL_08597,dram_interface,fatal,7,7,3,3,DRAM interface calibration failed during initialization sequence,1
FAIL_08598,pipeline_controller,warning,2,6,0,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_08599,alu,warning,5,6,2,3,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_08600,pipeline_controller,warning,5,1,0,3,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_08601,cache_controller,fatal,15,4,5,4,Cache refill handshake timed out while servicing L2 miss,1
FAIL_08602,dram_interface,warning,4,5,3,2,DRAM interface command queue underflow hit during stress test,3
FAIL_08603,uart,fatal,12,7,4,3,UART baud generator drift exceeded acceptable tolerance in simulation,1
FAIL_08604,dram_interface,warning,3,3,5,3,DRAM interface calibration failed during initialization sequence,3
FAIL_08605,interrupt_controller,fatal,6,7,5,4,Interrupt controller dropped pending interrupt during nested service,1
FAIL_08606,pipeline_controller,warning,2,5,0,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_08607,dram_interface,error,4,9,3,4,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08608,dram_interface,warning,7,1,3,1,DRAM interface calibration failed during initialization sequence,3
FAIL_08609,dma,error,6,8,2,3,DMA burst transfer count mismatched expected payload length,2
FAIL_08610,interrupt_controller,error,6,9,0,2,Interrupt priority encoder produced incorrect winner on simultaneous request,2
FAIL_08611,alu,error,9,8,3,3,ALU result mismatch against reference model at execute stage,2
FAIL_08612,dram_interface,error,11,7,5,5,DRAM interface read leveling mismatch flagged by checker,2
FAIL_08613,interrupt_controller,warning,3,4,1,1,Interrupt controller dropped pending interrupt during nested service,3
FAIL_08614,alu,error,12,3,3,3,ALU result mismatch against reference model at execute stage,2
FAIL_08615,uart,error,12,5,3,3,UART framing error observed under back-to-back packet transmission,2
