failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
8989,uart,warning,1,6,5,4,Buffer overflow detected in uart,Low
8990,cache_controller,warning,13,1,1,2,Protocol violation detected in cache_controller,Low
8991,dma,fatal,11,2,0,2,Buffer overflow detected in dma,High
8992,pipeline_controller,fatal,2,9,3,5,Pipeline hazard detected in pipeline_controller,Low
8993,dma,error,5,1,5,3,Buffer overflow detected in dma,Medium
8994,dram_interface,warning,8,1,0,4,DMA transfer error in dram_interface,Low
8995,pcie,warning,9,4,3,2,Buffer overflow detected in pcie,Low
8996,pipeline_controller,warning,11,9,1,4,DMA transfer error in pipeline_controller,Low
8997,dram_interface,error,0,4,4,2,DMA transfer error in dram_interface,Low
8998,uart,warning,1,2,2,3,Pipeline hazard detected in uart,Low
8999,dram_interface,error,14,8,3,2,Branch misprediction detected in dram_interface,Medium
9000,alu,fatal,7,8,0,3,Buffer overflow detected in alu,Low
9001,dma,warning,9,3,5,4,Invalid memory access violation in dma,Low
9002,alu,fatal,9,3,3,5,Branch misprediction detected in alu,High
9003,memory_controller,warning,11,5,0,1,Invalid memory access violation in memory_controller,Low
9004,dma,warning,0,3,5,5,Protocol violation detected in dma,Low
9005,dram_interface,warning,8,9,5,3,Invalid memory access violation in dram_interface,Low
9006,uart,fatal,8,8,2,3,Branch misprediction detected in uart,Low
9007,interrupt_controller,error,10,1,2,5,DMA transfer error in interrupt_controller,Medium
9008,branch_predictor,warning,14,3,3,5,Assertion failure detected in branch_predictor,Low
9009,interrupt_controller,warning,13,5,2,2,Protocol violation detected in interrupt_controller,Low
9010,pipeline_controller,warning,0,2,1,5,Buffer overflow detected in pipeline_controller,Low
9011,alu,fatal,2,7,2,2,Branch misprediction detected in alu,Low
9012,alu,warning,10,9,5,3,Cache coherency violation in alu,Low
9013,memory_controller,warning,9,3,0,4,DMA transfer error in memory_controller,Low
9014,branch_predictor,error,6,3,1,3,Pipeline hazard detected in branch_predictor,Medium
9015,memory_controller,fatal,9,7,0,4,Cache coherency violation in memory_controller,High
9016,cache_controller,error,5,8,1,1,Pipeline hazard detected in cache_controller,Medium
9017,uart,warning,9,7,1,4,Assertion failure detected in uart,Low
9018,pipeline_controller,error,5,1,0,4,DMA transfer error in pipeline_controller,Medium
9019,uart,error,15,9,4,4,Branch misprediction detected in uart,Medium
9020,pipeline_controller,warning,1,9,5,5,Branch misprediction detected in pipeline_controller,Low
9021,uart,fatal,1,10,2,3,Buffer overflow detected in uart,Low
9022,interrupt_controller,error,3,4,0,2,Invalid memory access violation in interrupt_controller,Low
9023,pcie,fatal,14,6,1,4,Buffer overflow detected in pcie,High
9024,alu,warning,8,5,5,4,Branch misprediction detected in alu,Low
9025,cache_controller,warning,5,6,0,5,Branch misprediction detected in cache_controller,Low
9026,pcie,fatal,6,10,4,5,Branch misprediction detected in pcie,Low
9027,dma,error,2,4,1,2,Buffer overflow detected in dma,Low
9028,uart,error,10,4,2,1,DMA transfer error in uart,Medium
9029,branch_predictor,fatal,5,9,1,3,Assertion failure detected in branch_predictor,Low
9030,uart,fatal,8,3,1,3,Cache coherency violation in uart,Low
9031,alu,fatal,5,8,4,5,Pipeline hazard detected in alu,Low
9032,uart,warning,0,3,0,4,Assertion failure detected in uart,Low
9033,dram_interface,fatal,3,7,0,5,Protocol violation detected in dram_interface,Low
9034,memory_controller,error,12,6,2,5,Protocol violation detected in memory_controller,Medium
9035,dma,fatal,10,5,1,4,DMA transfer error in dma,High
9036,dma,fatal,15,8,4,1,Branch misprediction detected in dma,High
9037,uart,fatal,12,9,3,1,Invalid memory access violation in uart,High
9038,cache_controller,fatal,11,10,1,1,Branch misprediction detected in cache_controller,High
9039,pcie,error,1,1,2,2,Protocol violation detected in pcie,Low
9040,dma,warning,7,6,4,2,Cache coherency violation in dma,Low
9041,pipeline_controller,warning,6,3,3,2,Assertion failure detected in pipeline_controller,Low
9042,uart,warning,12,7,1,2,Pipeline hazard detected in uart,Low
9043,pipeline_controller,warning,12,3,5,4,Branch misprediction detected in pipeline_controller,Low
9044,interrupt_controller,fatal,12,4,3,3,Buffer overflow detected in interrupt_controller,High
9045,dma,error,3,5,1,1,Assertion failure detected in dma,Low
9046,interrupt_controller,warning,10,8,1,5,DMA transfer error in interrupt_controller,Low
9047,interrupt_controller,warning,8,4,2,3,DMA transfer error in interrupt_controller,Low
9048,interrupt_controller,warning,15,9,5,1,DMA transfer error in interrupt_controller,Low
9049,alu,warning,11,4,1,3,DMA transfer error in alu,Low
9050,alu,warning,12,3,2,4,Cache coherency violation in alu,Low
9051,memory_controller,fatal,15,8,1,4,Assertion failure detected in memory_controller,High
9052,dram_interface,error,8,5,3,1,Invalid memory access violation in dram_interface,Medium
9053,uart,warning,9,3,0,3,Assertion failure detected in uart,Low
9054,uart,fatal,3,3,1,3,Buffer overflow detected in uart,Low
9055,branch_predictor,warning,9,6,1,5,Protocol violation detected in branch_predictor,Low
9056,dram_interface,fatal,9,8,4,1,DMA transfer error in dram_interface,High
9057,uart,warning,6,6,3,2,Protocol violation detected in uart,Low
9058,dma,warning,15,10,3,4,Assertion failure detected in dma,Low
9059,memory_controller,fatal,11,1,0,5,Cache coherency violation in memory_controller,High
9060,uart,error,15,6,2,4,Cache coherency violation in uart,Medium
9061,uart,error,0,2,3,4,DMA transfer error in uart,Low
9062,uart,fatal,12,2,3,3,DMA transfer error in uart,High
9063,pcie,warning,4,3,2,5,DMA transfer error in pcie,Low
9064,cache_controller,warning,10,2,0,4,Buffer overflow detected in cache_controller,Low
9065,uart,error,11,8,5,2,Invalid memory access violation in uart,Medium
9066,uart,error,9,9,5,4,Cache coherency violation in uart,Medium
9067,dma,fatal,7,8,2,1,Protocol violation detected in dma,Low
9068,pipeline_controller,error,12,6,4,5,Cache coherency violation in pipeline_controller,Medium
9069,dram_interface,fatal,2,1,5,5,Cache coherency violation in dram_interface,Low
9070,interrupt_controller,error,10,8,3,3,Buffer overflow detected in interrupt_controller,Medium
9071,interrupt_controller,warning,8,9,0,2,Pipeline hazard detected in interrupt_controller,Low
9072,memory_controller,error,15,8,2,4,Branch misprediction detected in memory_controller,Medium
9073,uart,warning,5,1,3,4,DMA transfer error in uart,Low
9074,cache_controller,error,1,3,1,5,Protocol violation detected in cache_controller,Low
9075,dma,warning,10,8,0,2,Assertion failure detected in dma,Low
9076,dram_interface,warning,2,4,0,3,Protocol violation detected in dram_interface,Low
9077,alu,warning,8,5,2,1,Protocol violation detected in alu,Low
9078,branch_predictor,error,2,10,2,3,Pipeline hazard detected in branch_predictor,Low
9079,branch_predictor,fatal,13,4,1,5,Assertion failure detected in branch_predictor,High
9080,alu,error,0,2,2,4,Assertion failure detected in alu,Low
9081,interrupt_controller,warning,8,7,2,5,Protocol violation detected in interrupt_controller,Low
9082,uart,error,7,4,5,5,Invalid memory access violation in uart,Medium
9083,cache_controller,warning,12,3,2,1,Branch misprediction detected in cache_controller,Low
9084,alu,warning,2,6,0,4,DMA transfer error in alu,Low
9085,dram_interface,error,6,2,5,3,DMA transfer error in dram_interface,Medium
9086,interrupt_controller,fatal,8,8,4,2,Protocol violation detected in interrupt_controller,Low
9087,pcie,error,3,10,4,2,Cache coherency violation in pcie,Low
9088,pcie,warning,5,5,1,2,DMA transfer error in pcie,Low
9089,cache_controller,fatal,11,3,0,3,Pipeline hazard detected in cache_controller,High
9090,dma,warning,4,6,3,5,Invalid memory access violation in dma,Low
9091,uart,error,3,9,3,5,Invalid memory access violation in uart,Low
9092,dma,fatal,14,1,0,1,Pipeline hazard detected in dma,High
9093,alu,error,3,6,4,3,DMA transfer error in alu,Low
9094,uart,warning,7,5,4,1,DMA transfer error in uart,Low
9095,dram_interface,fatal,4,5,0,3,DMA transfer error in dram_interface,Low
9096,interrupt_controller,warning,3,4,5,2,Protocol violation detected in interrupt_controller,Low
9097,memory_controller,fatal,5,6,0,3,DMA transfer error in memory_controller,Low
9098,alu,error,14,2,4,1,DMA transfer error in alu,Medium
9099,pipeline_controller,fatal,11,4,3,2,Pipeline hazard detected in pipeline_controller,High
9100,dma,error,10,3,2,3,Buffer overflow detected in dma,Medium
9101,interrupt_controller,error,3,3,5,2,Protocol violation detected in interrupt_controller,Low
9102,memory_controller,fatal,15,9,1,5,Buffer overflow detected in memory_controller,High
9103,cache_controller,warning,0,3,3,1,Pipeline hazard detected in cache_controller,Low
9104,memory_controller,error,9,8,2,5,Branch misprediction detected in memory_controller,Medium
9105,dram_interface,fatal,8,9,1,2,Invalid memory access violation in dram_interface,Low
9106,dram_interface,error,11,5,3,4,Assertion failure detected in dram_interface,Medium
9107,interrupt_controller,error,2,2,2,2,Buffer overflow detected in interrupt_controller,Low
9108,cache_controller,warning,14,6,2,5,Protocol violation detected in cache_controller,Low
9109,pcie,fatal,5,5,3,4,Buffer overflow detected in pcie,Low
9110,uart,fatal,15,8,4,4,Branch misprediction detected in uart,High
9111,dram_interface,error,13,8,4,1,Cache coherency violation in dram_interface,Medium
9112,uart,error,5,10,1,3,Assertion failure detected in uart,Medium
9113,uart,warning,8,3,5,5,Protocol violation detected in uart,Low
9114,cache_controller,error,4,10,1,1,Cache coherency violation in cache_controller,Low
9115,pcie,error,13,6,3,2,Invalid memory access violation in pcie,Medium
9116,cache_controller,fatal,3,7,4,3,Buffer overflow detected in cache_controller,Low
9117,dma,warning,14,7,3,4,DMA transfer error in dma,Low
9118,pcie,warning,7,6,5,4,DMA transfer error in pcie,Low
9119,pcie,error,4,7,3,3,Branch misprediction detected in pcie,Low
9120,cache_controller,fatal,8,5,4,3,Invalid memory access violation in cache_controller,Low
9121,dma,fatal,11,8,1,3,DMA transfer error in dma,High
9122,memory_controller,fatal,11,2,0,1,Invalid memory access violation in memory_controller,High
9123,interrupt_controller,fatal,1,3,0,1,Assertion failure detected in interrupt_controller,Low
9124,branch_predictor,error,4,2,4,5,Cache coherency violation in branch_predictor,Low
9125,pcie,fatal,15,8,4,5,Invalid memory access violation in pcie,High
9126,branch_predictor,fatal,6,3,4,3,Buffer overflow detected in branch_predictor,Low
9127,dma,warning,0,10,0,1,Protocol violation detected in dma,Low
9128,alu,error,9,9,1,4,DMA transfer error in alu,Medium
9129,dma,fatal,15,4,3,3,Pipeline hazard detected in dma,High
9130,memory_controller,warning,0,8,3,2,Invalid memory access violation in memory_controller,Low
9131,pipeline_controller,warning,2,3,2,4,Branch misprediction detected in pipeline_controller,Low
9132,pipeline_controller,error,9,7,2,5,Cache coherency violation in pipeline_controller,Medium
9133,dram_interface,error,9,10,3,1,Pipeline hazard detected in dram_interface,Medium
9134,interrupt_controller,error,15,5,2,5,Cache coherency violation in interrupt_controller,Medium
9135,uart,warning,2,7,2,5,Cache coherency violation in uart,Low
9136,interrupt_controller,warning,10,3,5,2,Branch misprediction detected in interrupt_controller,Low
9137,dram_interface,fatal,8,3,1,5,Assertion failure detected in dram_interface,Low
9138,pcie,fatal,14,2,5,3,Buffer overflow detected in pcie,High
9139,pcie,error,0,2,5,3,Cache coherency violation in pcie,Low
9140,dma,fatal,15,9,4,2,Branch misprediction detected in dma,High
9141,cache_controller,warning,4,10,0,5,Invalid memory access violation in cache_controller,Low
9142,memory_controller,error,8,9,2,2,Cache coherency violation in memory_controller,Medium
9143,pcie,fatal,1,1,1,2,Invalid memory access violation in pcie,Low
9144,dram_interface,warning,15,7,3,2,Assertion failure detected in dram_interface,Low
9145,pipeline_controller,fatal,0,6,0,2,Protocol violation detected in pipeline_controller,Low
9146,dma,error,8,6,0,4,Pipeline hazard detected in dma,Medium
9147,cache_controller,fatal,12,2,2,5,Invalid memory access violation in cache_controller,High
9148,interrupt_controller,fatal,0,6,0,2,Protocol violation detected in interrupt_controller,Low
9149,interrupt_controller,fatal,1,10,5,3,Protocol violation detected in interrupt_controller,Low
9150,alu,warning,11,8,2,1,Branch misprediction detected in alu,Low
9151,pcie,fatal,13,5,1,3,Invalid memory access violation in pcie,High
9152,pipeline_controller,fatal,5,3,0,1,Cache coherency violation in pipeline_controller,Low
9153,interrupt_controller,error,1,5,0,3,Buffer overflow detected in interrupt_controller,Low
9154,dram_interface,error,13,9,4,4,Buffer overflow detected in dram_interface,Medium
9155,branch_predictor,warning,7,10,3,2,Invalid memory access violation in branch_predictor,Low
9156,dram_interface,fatal,7,5,4,3,Cache coherency violation in dram_interface,Low
9157,uart,warning,8,3,1,5,Buffer overflow detected in uart,Low
9158,interrupt_controller,warning,5,7,5,1,Protocol violation detected in interrupt_controller,Low
9159,memory_controller,warning,2,2,4,2,Invalid memory access violation in memory_controller,Low
9160,memory_controller,error,0,7,5,2,Buffer overflow detected in memory_controller,Low
9161,dma,warning,6,1,3,3,Cache coherency violation in dma,Low
9162,alu,fatal,8,5,3,1,Protocol violation detected in alu,Low
9163,dram_interface,warning,3,9,1,5,Invalid memory access violation in dram_interface,Low
9164,pipeline_controller,warning,13,1,2,2,Branch misprediction detected in pipeline_controller,Low
9165,memory_controller,fatal,4,6,4,4,Invalid memory access violation in memory_controller,Low
9166,branch_predictor,error,14,2,2,2,Protocol violation detected in branch_predictor,Medium
9167,branch_predictor,error,11,2,1,1,Invalid memory access violation in branch_predictor,Medium
9168,dram_interface,fatal,5,9,2,3,DMA transfer error in dram_interface,Low
9169,interrupt_controller,warning,7,6,4,4,Protocol violation detected in interrupt_controller,Low
9170,interrupt_controller,error,1,9,0,4,Invalid memory access violation in interrupt_controller,Low
9171,cache_controller,fatal,10,5,3,5,Branch misprediction detected in cache_controller,High
9172,pipeline_controller,error,5,9,5,3,Buffer overflow detected in pipeline_controller,Medium
9173,branch_predictor,error,3,3,2,3,Buffer overflow detected in branch_predictor,Low
9174,dram_interface,error,13,10,0,3,Pipeline hazard detected in dram_interface,Medium
9175,interrupt_controller,warning,4,10,1,5,Assertion failure detected in interrupt_controller,Low
9176,cache_controller,error,3,8,0,3,Assertion failure detected in cache_controller,Low
9177,branch_predictor,fatal,8,10,2,4,Cache coherency violation in branch_predictor,Low
9178,cache_controller,error,15,7,1,3,Branch misprediction detected in cache_controller,Medium
9179,alu,error,9,10,4,3,Invalid memory access violation in alu,Medium
9180,pipeline_controller,error,15,5,3,5,Pipeline hazard detected in pipeline_controller,Medium
9181,interrupt_controller,fatal,10,4,5,2,Branch misprediction detected in interrupt_controller,High
9182,dram_interface,error,12,8,3,3,Cache coherency violation in dram_interface,Medium
9183,dram_interface,error,0,2,5,2,Assertion failure detected in dram_interface,Low
9184,cache_controller,fatal,14,8,2,4,DMA transfer error in cache_controller,High
9185,pcie,error,3,3,1,2,Buffer overflow detected in pcie,Low
9186,alu,warning,10,9,4,2,DMA transfer error in alu,Low
9187,pipeline_controller,error,14,6,3,3,Protocol violation detected in pipeline_controller,Medium
9188,dram_interface,fatal,0,6,2,1,Invalid memory access violation in dram_interface,Low
9189,alu,fatal,7,9,2,3,Cache coherency violation in alu,Low
9190,dram_interface,warning,0,10,2,5,Buffer overflow detected in dram_interface,Low
9191,pipeline_controller,error,6,1,4,1,DMA transfer error in pipeline_controller,Medium
9192,branch_predictor,fatal,13,6,3,5,Assertion failure detected in branch_predictor,High
9193,branch_predictor,fatal,11,2,5,3,Cache coherency violation in branch_predictor,High
9194,pipeline_controller,fatal,0,5,0,3,Cache coherency violation in pipeline_controller,Low
9195,cache_controller,warning,8,5,3,1,Assertion failure detected in cache_controller,Low
9196,dram_interface,warning,11,2,3,4,Protocol violation detected in dram_interface,Low
9197,dram_interface,error,10,9,4,2,Buffer overflow detected in dram_interface,Medium
9198,branch_predictor,fatal,9,8,1,4,Pipeline hazard detected in branch_predictor,High
9199,dram_interface,error,5,4,5,1,Branch misprediction detected in dram_interface,Medium
9200,pcie,error,6,7,1,5,Cache coherency violation in pcie,Medium
9201,dram_interface,fatal,8,8,1,4,DMA transfer error in dram_interface,Low
9202,memory_controller,warning,6,1,4,2,Buffer overflow detected in memory_controller,Low
9203,uart,fatal,5,5,1,4,Protocol violation detected in uart,Low
9204,pcie,error,10,4,1,3,Pipeline hazard detected in pcie,Medium
9205,branch_predictor,warning,0,2,2,5,Invalid memory access violation in branch_predictor,Low
9206,memory_controller,error,13,7,4,5,Branch misprediction detected in memory_controller,Medium
9207,alu,fatal,7,5,3,1,Cache coherency violation in alu,Low
9208,interrupt_controller,fatal,4,1,2,3,Invalid memory access violation in interrupt_controller,Low
9209,cache_controller,fatal,12,4,1,5,Branch misprediction detected in cache_controller,High
9210,pcie,warning,6,5,5,1,Invalid memory access violation in pcie,Low
9211,pcie,warning,11,5,4,1,DMA transfer error in pcie,Low
9212,dram_interface,warning,1,4,2,1,Cache coherency violation in dram_interface,Low
9213,uart,fatal,4,4,0,4,Pipeline hazard detected in uart,Low
9214,uart,fatal,1,7,0,3,Invalid memory access violation in uart,Low
9215,pcie,error,10,9,3,5,Cache coherency violation in pcie,Medium
9216,pcie,error,9,1,4,2,Assertion failure detected in pcie,Medium
9217,cache_controller,warning,10,6,3,5,DMA transfer error in cache_controller,Low
9218,interrupt_controller,warning,5,3,3,4,Pipeline hazard detected in interrupt_controller,Low
9219,alu,error,4,4,2,1,Pipeline hazard detected in alu,Low
9220,memory_controller,fatal,7,8,5,5,Invalid memory access violation in memory_controller,Low
9221,cache_controller,fatal,0,10,2,2,Assertion failure detected in cache_controller,Low
9222,dma,fatal,2,7,3,3,Branch misprediction detected in dma,Low
9223,branch_predictor,warning,15,6,3,2,Protocol violation detected in branch_predictor,Low
9224,cache_controller,warning,10,5,0,1,Protocol violation detected in cache_controller,Low
9225,dram_interface,error,9,7,5,2,Cache coherency violation in dram_interface,Medium
9226,memory_controller,error,14,8,1,5,Cache coherency violation in memory_controller,Medium
9227,dram_interface,warning,8,4,4,5,Protocol violation detected in dram_interface,Low
9228,pcie,fatal,9,2,2,3,Pipeline hazard detected in pcie,High
9229,cache_controller,error,7,6,3,5,DMA transfer error in cache_controller,Medium
9230,uart,warning,6,4,2,4,Pipeline hazard detected in uart,Low
9231,branch_predictor,fatal,14,2,1,1,Buffer overflow detected in branch_predictor,High
9232,pipeline_controller,fatal,4,7,4,1,DMA transfer error in pipeline_controller,Low
9233,pipeline_controller,error,1,9,2,4,Branch misprediction detected in pipeline_controller,Low
9234,interrupt_controller,error,3,2,5,5,Assertion failure detected in interrupt_controller,Low
9235,branch_predictor,warning,0,1,4,5,Buffer overflow detected in branch_predictor,Low
9236,alu,fatal,12,6,0,3,DMA transfer error in alu,High
9237,dram_interface,error,5,3,2,5,Assertion failure detected in dram_interface,Medium
9238,cache_controller,fatal,2,8,0,2,Pipeline hazard detected in cache_controller,Low
9239,pipeline_controller,error,2,9,1,5,DMA transfer error in pipeline_controller,Low
9240,alu,error,14,10,4,1,Cache coherency violation in alu,Medium
9241,cache_controller,warning,3,7,0,1,Buffer overflow detected in cache_controller,Low
9242,alu,warning,14,9,1,4,Assertion failure detected in alu,Low
9243,interrupt_controller,fatal,10,9,5,4,DMA transfer error in interrupt_controller,High
9244,interrupt_controller,warning,0,7,3,2,Pipeline hazard detected in interrupt_controller,Low
9245,cache_controller,error,7,6,4,1,Branch misprediction detected in cache_controller,Medium
9246,uart,error,11,7,5,5,DMA transfer error in uart,Medium
9247,pcie,error,2,3,5,2,Branch misprediction detected in pcie,Low
9248,pipeline_controller,fatal,9,6,2,5,Invalid memory access violation in pipeline_controller,High
9249,dma,warning,10,4,3,5,Assertion failure detected in dma,Low
9250,branch_predictor,error,1,10,4,2,DMA transfer error in branch_predictor,Low
9251,branch_predictor,error,10,6,0,4,Buffer overflow detected in branch_predictor,Medium
9252,dram_interface,error,4,3,1,2,Assertion failure detected in dram_interface,Low
9253,dram_interface,error,8,5,5,1,Protocol violation detected in dram_interface,Medium
9254,alu,fatal,10,6,1,5,DMA transfer error in alu,High
9255,dram_interface,warning,12,1,5,2,Pipeline hazard detected in dram_interface,Low
9256,memory_controller,error,11,2,2,3,Cache coherency violation in memory_controller,Medium
9257,interrupt_controller,warning,2,2,4,1,Assertion failure detected in interrupt_controller,Low
9258,alu,warning,9,2,3,3,Branch misprediction detected in alu,Low
9259,dram_interface,error,15,8,5,5,Buffer overflow detected in dram_interface,Medium
9260,memory_controller,fatal,12,4,0,1,Protocol violation detected in memory_controller,High
9261,cache_controller,fatal,5,1,0,5,DMA transfer error in cache_controller,Low
9262,dram_interface,fatal,12,4,4,3,Branch misprediction detected in dram_interface,High
9263,pipeline_controller,warning,2,7,3,2,Protocol violation detected in pipeline_controller,Low
9264,branch_predictor,warning,11,6,4,5,Branch misprediction detected in branch_predictor,Low
9265,pipeline_controller,warning,4,9,4,3,Buffer overflow detected in pipeline_controller,Low
9266,cache_controller,warning,6,7,1,4,Buffer overflow detected in cache_controller,Low
9267,cache_controller,fatal,10,7,1,3,Branch misprediction detected in cache_controller,High
9268,interrupt_controller,warning,6,9,5,4,Assertion failure detected in interrupt_controller,Low
9269,pcie,warning,7,5,0,3,DMA transfer error in pcie,Low
9270,memory_controller,warning,1,6,5,4,Buffer overflow detected in memory_controller,Low
9271,pcie,error,1,10,3,1,Protocol violation detected in pcie,Low
9272,branch_predictor,warning,7,1,4,1,Pipeline hazard detected in branch_predictor,Low
9273,pcie,error,5,3,2,4,Branch misprediction detected in pcie,Medium
9274,cache_controller,fatal,15,3,4,1,DMA transfer error in cache_controller,High
9275,memory_controller,warning,11,5,5,1,Buffer overflow detected in memory_controller,Low
9276,branch_predictor,fatal,5,5,2,2,Invalid memory access violation in branch_predictor,Low
9277,pcie,fatal,7,8,5,2,Assertion failure detected in pcie,Low
9278,alu,error,5,9,2,5,Pipeline hazard detected in alu,Medium
9279,alu,error,13,8,1,1,Invalid memory access violation in alu,Medium
9280,branch_predictor,error,0,4,3,1,Invalid memory access violation in branch_predictor,Low
9281,cache_controller,warning,13,2,2,3,Buffer overflow detected in cache_controller,Low
9282,alu,warning,7,10,2,5,Invalid memory access violation in alu,Low
9283,alu,error,13,10,4,1,Pipeline hazard detected in alu,Medium
9284,cache_controller,error,7,2,2,5,Protocol violation detected in cache_controller,Medium
9285,alu,fatal,10,9,0,3,Cache coherency violation in alu,High
9286,interrupt_controller,warning,6,8,1,4,Protocol violation detected in interrupt_controller,Low
9287,cache_controller,error,14,7,2,4,Cache coherency violation in cache_controller,Medium
9288,uart,warning,2,5,2,2,Branch misprediction detected in uart,Low
9289,dma,error,1,8,3,5,DMA transfer error in dma,Low
9290,memory_controller,fatal,1,9,5,4,Pipeline hazard detected in memory_controller,Low
9291,pipeline_controller,fatal,6,7,4,4,Pipeline hazard detected in pipeline_controller,Low
9292,alu,warning,9,10,4,1,Assertion failure detected in alu,Low
9293,dram_interface,error,12,10,3,5,Assertion failure detected in dram_interface,Medium
9294,dram_interface,error,2,2,3,1,Invalid memory access violation in dram_interface,Low
9295,dma,error,14,8,3,2,Protocol violation detected in dma,Medium
9296,uart,fatal,12,5,0,4,Pipeline hazard detected in uart,High
9297,branch_predictor,warning,15,2,4,1,Assertion failure detected in branch_predictor,Low
9298,pipeline_controller,warning,14,6,1,3,Cache coherency violation in pipeline_controller,Low
9299,uart,error,13,9,5,2,Invalid memory access violation in uart,Medium
9300,memory_controller,error,9,5,4,1,Invalid memory access violation in memory_controller,Medium
9301,pipeline_controller,warning,5,10,0,4,DMA transfer error in pipeline_controller,Low
9302,pipeline_controller,fatal,9,9,5,3,Branch misprediction detected in pipeline_controller,High
9303,branch_predictor,error,7,3,0,2,Assertion failure detected in branch_predictor,Medium
9304,pcie,fatal,0,3,3,2,Invalid memory access violation in pcie,Low
9305,memory_controller,warning,7,4,0,3,Buffer overflow detected in memory_controller,Low
9306,memory_controller,warning,15,6,1,4,Assertion failure detected in memory_controller,Low
9307,dram_interface,error,8,8,4,4,Assertion failure detected in dram_interface,Medium
9308,interrupt_controller,error,7,8,5,2,Assertion failure detected in interrupt_controller,Medium
9309,uart,warning,11,7,0,5,Cache coherency violation in uart,Low
9310,dma,error,6,9,2,3,Buffer overflow detected in dma,Medium
9311,dram_interface,warning,9,9,3,1,Pipeline hazard detected in dram_interface,Low
9312,interrupt_controller,error,13,1,0,4,Cache coherency violation in interrupt_controller,Medium
9313,dram_interface,warning,5,9,2,2,Assertion failure detected in dram_interface,Low
9314,dram_interface,fatal,12,1,5,5,Pipeline hazard detected in dram_interface,High
9315,memory_controller,error,0,4,2,2,Pipeline hazard detected in memory_controller,Low
9316,memory_controller,fatal,14,2,4,3,Assertion failure detected in memory_controller,High
9317,uart,warning,3,1,2,4,DMA transfer error in uart,Low
9318,pipeline_controller,fatal,7,5,0,1,Cache coherency violation in pipeline_controller,Low
9319,cache_controller,error,14,7,1,3,Invalid memory access violation in cache_controller,Medium
9320,cache_controller,fatal,1,7,1,2,Buffer overflow detected in cache_controller,Low
9321,memory_controller,warning,8,7,1,4,Invalid memory access violation in memory_controller,Low
9322,branch_predictor,error,13,8,5,4,Assertion failure detected in branch_predictor,Medium
9323,uart,fatal,8,2,0,4,Invalid memory access violation in uart,Low
9324,memory_controller,fatal,7,8,5,2,Invalid memory access violation in memory_controller,Low
9325,uart,warning,4,8,3,3,Invalid memory access violation in uart,Low
9326,alu,error,4,10,3,5,Branch misprediction detected in alu,Low
9327,memory_controller,fatal,6,8,0,1,Buffer overflow detected in memory_controller,Low
9328,dram_interface,warning,14,1,4,5,Branch misprediction detected in dram_interface,Low
9329,interrupt_controller,warning,3,2,2,1,Protocol violation detected in interrupt_controller,Low
9330,memory_controller,fatal,15,6,2,3,Assertion failure detected in memory_controller,High
9331,dram_interface,fatal,9,3,0,3,Pipeline hazard detected in dram_interface,High
9332,interrupt_controller,error,13,7,3,3,Buffer overflow detected in interrupt_controller,Medium
9333,alu,warning,11,6,0,5,Protocol violation detected in alu,Low
9334,uart,fatal,10,10,3,5,Buffer overflow detected in uart,High
9335,uart,warning,4,9,5,3,Invalid memory access violation in uart,Low
9336,dram_interface,fatal,9,4,3,3,DMA transfer error in dram_interface,High
9337,dram_interface,warning,11,2,5,2,Protocol violation detected in dram_interface,Low
9338,branch_predictor,warning,13,6,5,3,DMA transfer error in branch_predictor,Low
9339,interrupt_controller,error,15,4,4,3,Invalid memory access violation in interrupt_controller,Medium
9340,dma,fatal,15,7,5,5,Invalid memory access violation in dma,High
9341,alu,error,10,6,1,1,Cache coherency violation in alu,Medium
9342,alu,warning,12,1,0,2,Branch misprediction detected in alu,Low
9343,memory_controller,warning,12,1,2,1,Assertion failure detected in memory_controller,Low
9344,pcie,warning,3,6,2,5,Branch misprediction detected in pcie,Low
9345,memory_controller,fatal,12,5,4,1,Cache coherency violation in memory_controller,High
9346,interrupt_controller,fatal,2,4,0,3,Invalid memory access violation in interrupt_controller,Low
9347,dram_interface,fatal,5,8,0,2,Invalid memory access violation in dram_interface,Low
9348,dma,fatal,9,7,5,1,Pipeline hazard detected in dma,High
9349,pipeline_controller,warning,10,10,2,5,Buffer overflow detected in pipeline_controller,Low
9350,dma,error,10,8,3,4,DMA transfer error in dma,Medium
9351,dram_interface,error,7,9,3,5,Protocol violation detected in dram_interface,Medium
9352,memory_controller,error,1,4,5,4,Assertion failure detected in memory_controller,Low
9353,pcie,error,4,6,5,1,Invalid memory access violation in pcie,Low
9354,pipeline_controller,warning,1,9,4,2,Protocol violation detected in pipeline_controller,Low
9355,dma,warning,4,5,3,2,DMA transfer error in dma,Low
9356,interrupt_controller,error,1,7,2,2,Pipeline hazard detected in interrupt_controller,Low
9357,cache_controller,warning,7,10,4,2,DMA transfer error in cache_controller,Low
9358,interrupt_controller,error,10,4,3,2,Pipeline hazard detected in interrupt_controller,Medium
9359,pipeline_controller,error,6,1,3,3,Protocol violation detected in pipeline_controller,Medium
9360,uart,error,1,6,4,3,Pipeline hazard detected in uart,Low
9361,dram_interface,fatal,6,3,0,3,Protocol violation detected in dram_interface,Low
